Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2023 [YR2023],2022 [YR2022],2021 [YR2021],2020 [YR2020],2019 [YR2019],2018 [YR2018],2017 [YR2017],2016 [YR2016],2015 [YR2015],2014 [YR2014],2013 [YR2013],2012 [YR2012],2011 [YR2011],2010 [YR2010],2009 [YR2009],2008 [YR2008]
Virgin Islands (U.S.),VIR,GDP (current US$),NY.GDP.MKTP.CD,..,..,3262000000,3443000000,3797000000,4428000000,4484000000,4784000000,..,4672000000,4507000000,4229000000,4121000000,3923000000,3794000000,3798000000,3663000000,3565000000,3738000000,4089000000,4223000000,4324000000,4201000000,4244000000
Virgin Islands (U.S.),VIR,"Population, total",SP.POP.TOTL,108642,108549,108509,108505,108466,108453,108369,108337,104917,105413,105870,106290,106669,107001,107281,107516,107712,107882,108041,108188,108290,108357,108404,108397
Virgin Islands (U.S.),VIR,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
West Bank and Gaza,PSE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.388,69.887,70.969,71.053,71.182,72.067,71.915,72.153,..,73.444,73.473,74.403,75.241,74.793,74.833,74.554,74.406,72.622,74.029,73.466,73.243,73.004,72.608,72.413
West Bank and Gaza,PSE,GDP (current US$),NY.GDP.MKTP.CD,4313600000,4003700000,3555800000,3968000000,4603100000,5125700000,5348300000,5815700000,17420800000,19165500000,18109000000,15531700000,17133500000,16276600000,16128000000,15405400000,13972400000,13989700000,13515500000,12208400000,11186100000,9681500000,8085700000,7310400000
West Bank and Gaza,PSE,"Population, total",SP.POP.TOTL,2922153,2997784,3075373,3154969,3236626,3320396,3406334,3494496,5165775,5043612,4922749,4803269,4685306,4569087,4454805,4367088,4270092,4173398,4076708,3979998,3882986,3786161,3689099,3591977
West Bank and Gaza,PSE,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Yemen, Rep.",YEM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,62.588,63.222,63.906,64.541,65.006,65.543,65.988,66.565,..,63.72,63.753,64.65,65.092,64.575,65.957,66.064,65.873,67.384,67.545,67.343,67.419,67.28,67.196,66.963
"Yemen, Rep.",YEM,GDP (current US$),NY.GDP.MKTP.CD,9679316770.18633,9852990692.98714,10693430511.4664,11777532662.0499,13867634371.4773,16731566717.1888,19063143369.858,21650528674.0933,..,..,..,..,..,21606160783.9845,26842228828.5629,31317824943.2073,42444489522.2303,43228585321.3272,40415233436.1767,35401331609.5916,32726417878.391,30906749533.221,25130278212.5575,26910855807.288
"Yemen, Rep.",YEM,"Population, total",SP.POP.TOTL,19624141,20226147,20835086,21456379,22095167,22790085,23543083,24318082,39390799,38222876,37140230,36134863,35111408,34085182,33090921,32109010,31159379,30226309,29312952,28433647,27582897,26754387,25927724,25111941
"Yemen, Rep.",YEM,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.66606569,4.94514799,4.83237982,5.75758314,5.5144043,5.20585251,5.52930164,5.82077599,..,..,..,..,..,..,..,..,4.25285673,4.8418045,4.96083164,5.19593525,4.7695322,5.15932894,5.98619986,5.76191616
Zambia,ZMB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,45.231,46.019,46.979,48.284,49.487,50.659,51.795,52.739,..,61.803,61.223,62.38,62.793,62.342,62.12,61.794,61.208,60.699,59.878,58.867,57.771,56.799,55.3,53.945
Zambia,ZMB,GDP (current US$),NY.GDP.MKTP.CD,3600632111.41414,4094441301.21423,4193850445.42632,4901869764.05957,6221110219.45542,8331870169.14977,12756858899.2812,14056957976.2648,27577956471.244,29163782140.4858,22096416932.0089,18137764930.651,23308667781.2258,26311507273.6735,25873601260.8353,20958412538.3093,21251216798.7762,27141023558.0829,28037239462.7142,25503060420.026,23459515275.5776,20265559483.8548,15328342303.9575,17910858637.9048
Zambia,ZMB,"Population, total",SP.POP.TOTL,10017631,10325185,10647949,10983595,11338198,11718819,12129553,12565085,20723965,20152938,19603607,19059395,18513839,17973569,17441320,16914423,16399089,15895315,15398997,14913629,14437796,13965594,13490389,13021324
Zambia,ZMB,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.17365646,4.82995701,5.88845205,5.99553585,5.48490572,6.33088684,5.5774231,4.57961416,..,..,6.62416458,6.31619787,6.75332499,4.76996708,4.78156233,4.46923161,4.42974281,3.82924223,4.57390451,4.04541731,3.95913363,3.97471905,5.15718842,4.46690989
Zimbabwe,ZWE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,44.686,41.957,44.565,43.393,44.502,44.768,45.364,45.61,..,59.391,59.253,61.124,61.292,61.414,60.709,60.306,59.591,58.846,57.458,55.626,53.347,50.652,48.063,46.723
Zimbabwe,ZWE,GDP (current US$),NY.GDP.MKTP.CD,6689957600,6777384700,6342116400,5727591800,5805598400,5755215200,5443896500,5291950100,35231367885.8554,32789751736.3323,27240515108.8049,26867936444.6826,25717409842.4479,34156069918.0609,51074660513.3715,20548678100,19963120600,19495519600,19091020000,17114849900,14101920300,12041655200,9665793300,4415702800
Zimbabwe,ZWE,"Population, total",SP.POP.TOTL,11892055,11971901,12087653,12232323,12365896,12483432,12636445,12804058,16340822,16069056,15797210,15526888,15271368,15034452,14812482,14600294,14399013,14207359,14013808,13817887,13595424,13356548,13142790,12959149
Zimbabwe,ZWE,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..,..,..,..,..,..,..,..,..,2.78975058,2.95440149,3.23280239,4.67039156,6.36358309,7.46644735,7.44982719,8.13227272,7.10940313,6.91794872,8.08288383,10.47583866,..,..
Africa Eastern and Southern,AFE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,51.9869885599603,52.2122393978731,52.562781272505,53.0363011425306,53.5518823827268,54.222949970966,55.1577194111152,55.9378377180117,..,62.888463228983,62.4490927859627,63.3097935065176,63.7547521666693,63.3670367555538,62.9248101271544,62.4446410966273,61.8568558505819,61.338812803717,60.7100282590173,60.0515270441404,59.2933194096367,58.4103157038398,57.6215135090088,56.6807366036655
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,287201650974.243,260992227761.932,267815037121.332,355716369350.727,442696185950.818,516661066397.697,580240750094.055,665598700905.863,1245472471675.95,1191423176242.96,1085745178850.97,933391782089.618,1009721174054.91,1012306000425.25,972998927353.678,828942805457.755,898277807343.005,978708260612.874,962394917490.248,952998559818.562,945439148517.754,849409658497.578,715485327512.247,713502105895.915
Africa Eastern and Southern,AFE,"Population, total",SP.POP.TOTL,406156661,416807868,427820358,439173286,450928044,463076637,475606210,488580707,750503764,731821393,713090928,694446100,675950189,657801085,640058741,623369401,607123269,590968990,575202699,559609961,544737983,530308387,516003448,502070763
Africa Eastern and Southern,AFE,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.65695967436227,5.81825732716676,5.44720639613483,6.02944678182854,6.11512758759328,5.96090311190222,5.98104566396548,6.00108812191872,..,..,5.8701447669292,5.86351389327064,5.82016772300626,5.8093265866731,5.96823459848093,6.09788843861051,5.99795587307204,5.84058319660534,6.17947141903131,6.16826267539395,6.35450289200578,6.44527435424192,6.40741674800539,5.89198081363006
Africa Western and Central,AFW,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,50.1945948063255,50.5373460326681,50.8980860716975,51.3716140688607,51.7847675047307,52.3080634425999,52.7925368799009,53.2089984184716,..,57.5891064273872,56.9464748071321,57.1806707191864,57.5002948387114,57.1297073906826,56.8266341483196,56.5180855505093,56.1352747821566,55.8636648083814,55.615140332255,55.2839404862512,54.9601717528254,54.5004658348663,54.111707721701,53.594145375776
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,142140075688.035,150058483119.277,179390065404.769,207754986627.128,256907774242.77,313327532014.413,398139655913.586,466883688400.501,799105950273.831,883973910898.854,849312422223.205,789801651563.294,826483769985.129,770494988148.76,687849196676.202,694360980069.456,771766914345.161,897415713447.017,836937363389.634,739938079289.657,683888129140.775,600152668678.288,509917730290.988,569321671765.097
Africa Western and Central,AFW,"Population, total",SP.POP.TOTL,274968446,282780717,290841795,299142845,307725100,316588476,325663158,334984176,509398589,497387180,485920997,474569351,463365429,452195915,440882906,429454743,418127845,406992047,396030207,385360349,374790143,364358270,354343844,344586109
Africa Western and Central,AFW,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.72374984475601,3.73958483647087,3.3895631269588,4.63345806108526,4.43972046636584,4.24535675714729,4.11821802011192,3.86948427704768,..,..,4.15747927653227,3.8598188016404,3.43455999620482,3.44487799023233,3.83438990820544,3.83457812377399,3.85575400508979,3.63463133695153,3.62966687504206,3.50510321110345,3.54091225979387,3.51214652052283,3.78156320495144,3.69063765855855
Arab World,ARB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.1485946556839,67.4878677120796,67.7989922635794,67.7264643995005,67.7617899778175,68.0313106881606,68.4456152626276,68.8044771777513,..,71.0781699371824,70.6523470396568,70.7942234312115,71.6884184364112,71.4885385070567,71.3208697263729,70.8430191114354,70.6438916772436,70.3670416519851,70.0635094909116,70.0306813523565,70.0929500756869,69.8629076501434,69.6659899107086,69.1498701706848
Arab World,ARB,GDP (current US$),NY.GDP.MKTP.CD,763411636190.425,744728537853.62,746649261275.272,830076468636.6,987316008401.59,1210020765397.36,1439471041382.97,1674641032780.09,3512421040998.19,3609805711776.49,2969239218342.03,2562783626987.73,2899029698316.64,2867348492603.59,2572203993723.9,2500823407237.94,2544700996740.79,2905651795199.09,2858382766060.3,2795312711245.16,2560993268042.28,2155345081625.06,1829849574764.63,2118071078804.52
Arab World,ARB,"Population, total",SP.POP.TOTL,286548096,293580252,300691509,307815105,315060277,322628451,330526310,338947976,481667539,471352066,460646603,453723239,444281315,435998060,428315886,419808341,410190679,400231008,390954281,381030177,372054934,363568534,356386673,347684619
Arab World,ARB,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.92745353046823,4.21419456235463,4.19277594708125,3.9950210434491,3.72001666556551,3.4257234280973,3.41705524908706,3.53393489625428,..,..,5.32845579252198,5.75055865025717,4.95417984285211,4.85787788077755,5.17231174679311,5.27308394190419,4.99445971932311,4.49537392205971,4.14925941702482,3.90386710752846,3.82430994910184,3.92704895419776,4.30772740943574,3.36470613780159
Caribbean small states,CSS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.529433328845,68.6723298562476,68.7952478181172,68.8269827831261,69.1703654222798,69.5151852427645,69.933254888585,70.3347302275271,..,70.9840247794591,70.4450018132098,72.308759597255,72.3592307062763,72.694576053522,72.4332461951409,72.2071551824674,71.8674733623341,71.6230256687485,71.4361122077388,71.3416591239405,71.1907488434047,71.0835912783944,70.9050002390023,70.6071210873963
Caribbean small states,CSS,GDP (current US$),NY.GDP.MKTP.CD,17471510858.4906,17643048266.6049,18692379239.4334,19254397501.9767,20288513843.515,22215175058.8425,25930657640.6854,28075119900.587,53296161046.3074,48740490013.1088,37091445807.6818,31763210392.7783,38046955433.6011,36727457619.9835,35438120141.0662,33933421225.4017,35085992997.3327,34129544764.2666,33069159224.9635,32709956406.1337,31032622591.1606,30378579903.7344,28715218885.0954,29403259497.5744
Caribbean small states,CSS,"Population, total",SP.POP.TOTL,2636455,2661520,2686785,2712281,2735189,2754974,2774985,2795667,3152394,3131505,3111609,3092577,3079149,3048465,3009507,2987438,2964524,2941203,2917125,2893251,2873088,2855621,2836793,2816379
Caribbean small states,CSS,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.31248560185463,4.34714564113012,4.45665043442057,4.67197742883847,4.78929249227048,4.70912140793128,4.84120040361601,4.84732209410018,..,..,6.31577600033107,6.66540020948278,5.74529925445099,5.64682621597428,5.70701474461846,5.42704669511086,5.26890989420042,5.26272070649645,5.33795919254614,5.28130123624739,5.25710508781754,5.24789564726284,5.25224052958962,5.00568661771582
Central Europe and the Baltics,CEB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.7197247227791,73.0961481937343,73.2424154880921,73.3822527825258,73.7304349327381,73.8449951359211,74.0926027308098,74.2506487210769,..,76.7857380588102,74.7920383016387,76.0802066283339,77.2655334303509,76.9757647744597,76.927648854983,76.9691216017019,76.5715240168426,76.6753382623867,76.3550009989144,75.9934242014194,75.8884748834282,75.2939657786314,74.9303639266576,74.5759526780779
Central Europe and the Baltics,CEB,GDP (current US$),NY.GDP.MKTP.CD,429355161034.99,469451337133.573,528497215430.66,634385728023.21,763595926995.989,885828738649.217,1001432946965.27,1264330342660.26,2267760561102.27,1955925827813.51,1926804401016.02,1678756939339.66,1685123570509.08,1657633874968.79,1467424389927.92,1321226675267.44,1297123697168.52,1467438523591.87,1420299797737.57,1362237950388.93,1458455207230.34,1319798753333.7,1289527007159.99,1530368085942.5
Central Europe and the Baltics,CEB,"Population, total",SP.POP.TOTL,108447824,107660041,106959751,106624167,106331716,106041911,105772481,105378748,100175859,100289401,100647592,102046650,102282674,102439383,102656954,102926796,103206007,103459388,103691959,103928128,104174038,104421447,104800475,105001883
Central Europe and the Baltics,CEB,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.70195778386202,5.9033060923375,6.15184068378276,6.38980440395174,6.3513565286722,6.35863078516231,6.21511836156819,6.12773328224494,..,..,7.44642357332879,7.26741385726423,6.66395316365991,6.55263135280616,6.60641410575823,6.67775422437777,6.52053876182678,6.59686963388438,6.67371768646552,6.61728215792699,6.59931206896736,6.89557664287739,6.84190664713452,6.37272810134907
Early-demographic dividend,EAR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,64.4993929013545,64.816342258075,65.2219575008991,65.5175243748406,65.739233734547,66.186484967331,66.585263294402,66.8744587709832,..,69.2787025969777,68.4344066377972,70.0017730020499,70.9856503544998,70.768483000209,70.5180253492573,70.1983596635622,69.8536662281089,69.4686352274776,69.050820416687,68.6573726657165,68.2759115913423,67.8509663886902,67.5146086627473,67.0688894169284
Early-demographic dividend,EAR,GDP (current US$),NY.GDP.MKTP.CD,3377596807804.83,3351041297124.39,3255022098356.48,3621672593945.36,4208355525102.01,4895441112536.11,5597698102028.94,6626614690968.57,14945896099125.4,14147623772391.9,12811302058068.8,11006437195990.5,11834959859719.9,11610507701898.7,11448641742933.2,10547190614053,10246602222996.3,10776375021903.6,10421356125925.3,10268569123152,9822753831818.62,8713511453933.71,7173658125839.24,7456245069316.38
Early-demographic dividend,EAR,"Population, total",SP.POP.TOTL,2509431470,2556335424,2601917557,2647109296,2693184997,2738846905,2784726644,2830531957,3511076811,3470644834,3432026092,3396051187,3355014793,3314245247,3274060446,3233033717,3190318707,3146800078,3103677284,3058869436,3013476947,2967104472,2921563644,2875943965
Early-demographic dividend,EAR,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.71478808028404,4.93449625210576,4.69281546948295,4.82300173497062,4.80060779443054,4.78217287578902,4.72135554636294,4.71054992690305,..,..,5.04483732777078,5.03864255046996,4.64950585073764,4.72454960531751,4.89604240792341,5.04915779793005,5.13073702711128,4.97166360332747,4.98154300840263,4.88913630623931,4.79670331028453,4.82979217213716,5.02142716942127,4.67778112006403
East Asia & Pacific,EAS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.5435259467311,72.1034922611085,72.440794897004,72.8562085182419,72.9535250359436,73.4312728198041,73.7841091003782,74.0273710660763,..,76.8908803193648,76.3821728663599,76.7488995392737,76.7873101376072,76.5829004467556,76.2011424337729,76.1259565165813,75.9365967944783,75.7193152200331,75.4674882849853,75.2190990639431,74.9616448679129,74.7255325654349,74.5244268119366,73.9982649606599
East Asia & Pacific,EAS,GDP (current US$),NY.GDP.MKTP.CD,8377973566013.96,7790170401820.93,7913466252859.02,8703213788319.02,9759733268577.71,10413111385434,11037062473786.6,12333826277301.9,30780176881541.3,30673443320595.9,31155716955057.3,27163485040463.8,27040135154758.5,26494505143186.9,24334957894980.2,22781793863032,22000917165875.9,22094710753929.9,21415690682394,21177835969896.8,19800048149685.3,17080574558951.9,14633924802510.1,14223506974109.1
East Asia & Pacific,EAS,"Population, total",SP.POP.TOTL,2050149617,2068682053,2086144389,2102761941,2118747885,2134573057,2150688938,2167046538,2384463611,2379648296,2375144416,2369438682,2359771090,2347576325,2333475520,2317076058,2300844269,2284385542,2267072102,2249081393,2230826576,2214613815,2199148703,2183472438
East Asia & Pacific,EAS,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.10196017807336,6.1345541148008,6.10146523253891,6.20015526682176,6.17770432829677,6.1329132780605,5.93780367221752,5.7287008243661,..,..,6.76146529839215,6.95030827528862,6.72978910988274,6.55661658936978,6.54031215090745,6.58082167349551,6.50054131795776,6.51436809815351,6.51600022076471,6.75644846715357,6.6976722066194,6.26806293027399,6.38994701511216,5.88764558942963
East Asia & Pacific (excluding high income),EAP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.5558037339519,71.1438575473753,71.4907761253985,71.9405074047613,72.0169594254703,72.5473995932714,72.8988624538219,73.1422066086382,..,76.1676968092332,75.5328901017944,75.9260975082288,75.992673092087,75.7914160224627,75.3757926446065,75.3109651737337,75.1119119727131,74.8924578087216,74.6341516425625,74.3861738297176,74.1383147533489,73.8683724414574,73.6424004125225,73.0922606113006
East Asia & Pacific (excluding high income),EAP,GDP (current US$),NY.GDP.MKTP.CD,1736183129453.75,1847281359888.64,2044577363437.31,2314251832220.05,2683483098763.17,3108469305951.51,3743852184651.42,4733264174584.29,21162836277192.4,21124945071215.4,20849863760041.9,17496305186280.5,17222812070662.6,16648930593614.9,14888272499556.8,13621109083386.3,13329363887708.5,12805534721608.4,11874646667396.6,10763685249440,9653901165350.29,7903112357496.09,6493362123631.13,5988921430189.72
East Asia & Pacific (excluding high income),EAP,"Population, total",SP.POP.TOTL,1819011507,1836260943,1852659155,1868409996,1883675167,1898853723,1914002124,1929185103,2137527754,2133560408,2128553744,2121866294,2112289891,2100698838,2087238522,2071486140,2056050896,2040383789,2023850158,2006566431,1989106668,1973602166,1959017463,1944305887
East Asia & Pacific (excluding high income),EAP,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.95516550842509,3.85467353932049,3.91701910797694,3.98312859787039,3.89262808981687,3.88341058942285,3.73223496755727,3.55833755605372,..,..,5.26084775807091,5.35289916508564,5.06715277817902,4.91852013260138,4.81931621492952,4.75465452209257,4.71850211141394,4.55759368840132,4.46992265759979,4.33820672031536,4.1434359296116,4.02087659979998,4.1278175857176,3.72845160110191
East Asia & Pacific (IDA & IBRD countries),TEA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.6848209046891,71.2804248478044,71.6307845906158,71.971708616841,72.0505377118156,72.5897464292493,72.9482871770248,73.1968849280381,..,76.1999855810352,75.5608849842264,75.9591028350983,76.027482558625,75.8258469794039,75.4057549374554,75.3423751612976,75.1411643130826,74.9170247776698,74.6634234189748,74.4212246108393,74.1786284370003,73.9125304840526,73.6926234336126,73.1455234050502
East Asia & Pacific (IDA & IBRD countries),TEA,GDP (current US$),NY.GDP.MKTP.CD,1734180675232.75,1845145076680.61,2042195088611.13,2311526769335.92,2680312289369.41,3104789276032.83,3739376506124.04,4727547568154.6,21136712800814.7,21098845523342.9,20824108313726.3,17474730731538.4,17201604143343.6,16628455562440.2,14869982084029,13604410103345.8,13312998658413,12789805601859.2,11860063640138.7,10750493312502.7,9642049775330.09,7893429637768.47,6485447086620.95,5981644064815.51
East Asia & Pacific (IDA & IBRD countries),TEA,"Population, total",SP.POP.TOTL,1795374943,1812475067,1828744767,1844349334,1859450104,1874487158,1889507244,1904568042,2111139152,2107261123,2102350702,2095759417,2086281644,2074796982,2061449949,2045816761,2030504270,2014960984,1998548872,1981382735,1964036970,1948643347,1934167856,1919570287
East Asia & Pacific (IDA & IBRD countries),TEA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.95580749728257,3.85516590364158,3.91744777235728,3.98352579046903,3.89303627554599,3.88381062097912,3.73260486899938,3.55870263562668,..,..,5.26103945651943,5.35308459612024,5.06733650283048,4.91870660654421,4.81951306536923,4.75484983845689,4.71869960220172,4.55776708884465,4.47010812879264,4.33839262044396,4.14361404405428,4.0211099864311,4.12805435676755,3.72876355547859
Euro area,EMU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.1959047710653,78.5400017224755,78.6301872436169,78.6520260876688,79.2282370843568,79.3706124651578,79.8031827342776,80.0433253598811,..,81.7018565021718,81.5950293897357,81.4949212153593,82.283095808815,82.0055745240526,81.8863805892422,81.9093542268696,81.5193422043975,81.8900680344162,81.4591871104656,81.1741991031391,81.1778298195402,80.6936098852488,80.4506803042872,80.2467056158468
Euro area,EMU,GDP (current US$),NY.GDP.MKTP.CD,6528628818219.35,6631899418122.65,7241862821254.28,8921228122867.81,10231007047364.3,10611825457676.7,11288306909760.6,13000319190760,15780686672317.3,14452048668851,14917737268178.3,13266857904728,13587020300289.4,13867949267318.1,12839881576234.5,12124585812206.7,11828599572765.3,13683290663997.8,13358729082792.6,12786713590087.7,13810192245254.4,12786064520090.9,13084338473244.4,14296312713424
Euro area,EMU,"Population, total",SP.POP.TOTL,325789631,326858314,328438861,330200359,331997265,333700554,335243820,336965048,349670802,348627172,347094588,346922366,346454019,346105839,345333240,344655545,343698622,342713336,341575309,340447763,339719975,340460814,339676755,338594025
Euro area,EMU,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,8.64320575256211,8.74138816305942,8.95714405609295,9.16627016205032,9.19209792739003,9.29131733611893,9.28231532859534,9.18408301991339,..,..,11.3193487809128,11.2373541300322,10.2339504546616,10.1514408913057,10.1604859607287,10.1907448537808,10.2202375758512,10.2557078181972,10.221087840745,10.1695999130929,10.0827888270481,10.2039370630972,10.244830008305,9.48266632739444
Europe & Central Asia,ECS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.1207772679041,73.3802763102071,73.4902348694709,73.5998971937522,74.0399179190423,74.1798344825642,74.6776962001576,75.0355918976625,..,77.8051871533767,76.6567585067198,76.9402938210574,78.1688006056568,77.8954378072222,77.7628908281095,77.5528746440128,77.2195960526704,77.2847185691837,76.9756512700024,76.6337953659463,76.4501153924761,75.9764229123489,75.6890608319283,75.2983865718277
Europe & Central Asia,ECS,GDP (current US$),NY.GDP.MKTP.CD,10077566274954.8,10181970704338.6,11150951940750.1,13559252998387.9,15805048200655.6,16824448818821.7,18222775631109.8,21289536619062.5,27554069781140.1,25662572829777.2,25523993209132.2,22286624242751.4,23031892537932.9,23306311175509.3,21765864936203.9,20511321020005.8,20583236057318.3,23897449147365,23559065858572.4,22545178145610.6,23416508402799.4,21103185874675.8,20628513280004.2,23432969900878.2
Europe & Central Asia,ECS,"Population, total",SP.POP.TOTL,865392493.5,866587785.5,868204040,870443479,872926624.5,875366720.5,877911050,880338408.5,924969865,925385334.5,925075848,925088545.5,922811778,919738352.5,916236104.5,912576858.5,908458970.5,904324263.5,900033335,895889705,892361936.5,890448752,887281039,883840223
Europe & Central Asia,ECS,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,8.0001065738373,8.16376149704821,8.41196777398586,8.63451526208297,8.61559941611166,8.60092378570546,8.55128849723851,8.42470851706616,..,..,10.5302053324134,10.4994266874923,9.34670176684979,9.24510954738445,9.22250949874331,9.31381122379118,9.27008398754554,9.18962878469612,9.08443985572769,9.05015413373697,9.05521461008356,9.21854539628881,9.45388736485664,8.61967973143138
Europe & Central Asia (excluding high income),ECA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.8949909564869,69.1964220546218,69.5030065004838,69.7466064003484,70.0089215048771,70.0781927624262,70.383981522489,70.6824028818238,..,74.0288334456203,72.5756784791279,72.6548560330816,74.3132090293624,74.0864758474709,73.8912859142249,73.5463788771688,73.3347779121128,73.161796017094,72.9306898180076,72.5253417540631,72.0633918085623,71.8637703136499,71.463991745238,70.9791531321447
Europe & Central Asia (excluding high income),ECA,GDP (current US$),NY.GDP.MKTP.CD,390704738797.439,335072894898.88,389839137391.699,497108250027.864,639831518379.501,796696338766.086,926798024731.676,1167198478790.75,2129704371516.14,1817978495944.86,1670340541088.6,1437142037120.74,1498314054530.37,1468176944855.79,1494523919239.57,1448928141199.81,1509288407449.5,1731766323586.51,1804347189304.89,1654300745953.37,1568792048512.52,1379346554033.58,1164934295264.88,1397090597744.85
Europe & Central Asia (excluding high income),ECA,"Population, total",SP.POP.TOTL,218486597.5,219435055.5,220400259,221399692,222413289.5,223360134.5,224417513,225016071.5,249146208,250834021.5,252183790,250655325.5,248858341,246654915.5,244530211.5,242407763.5,240230296.5,238112723.5,235981960,233914075,231988171.5,230106440,228250911,226524480
Europe & Central Asia (excluding high income),ECA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.80648885846617,5.08699165336586,5.30038645301082,5.37072138556958,5.2788619274715,5.25897538687598,5.34101181271997,5.28300350910439,..,..,5.70228217681544,5.54982791613087,5.00876208703523,4.81146278651862,4.78509569520972,4.88174363251772,4.70758928983435,4.75773296762126,4.81912393332611,4.89830074018864,4.8899687605134,5.19080344377708,5.56265586935837,5.22005225218138
Europe & Central Asia (IDA & IBRD countries),TEC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.3854858783652,68.5611904603033,68.6556775088418,68.7770556123403,69.1134570077166,69.2004462884679,69.7837218317763,70.2441651736354,..,73.9137208375535,71.9994078653095,72.6811063424917,74.3227900511074,74.0283996396025,73.860189712581,73.4341863664895,73.1189194474154,72.9013705372115,72.6880717050443,72.2537339633014,71.8810023739301,71.4105348223855,71.0944572631092,70.5476551659301
Europe & Central Asia (IDA & IBRD countries),TEC,GDP (current US$),NY.GDP.MKTP.CD,895734227991.983,911101886734,1024134515969.2,1260030816823.27,1629859985841.11,2040783699423.71,2468438722039.43,3174792980479.64,5497903850286.88,5237811052696.8,4642906015416.13,3916846154218.45,4175889218401.02,4091548485168.69,3922723280455.31,3490883944149.38,3632527035829.26,4649634327324.24,4920500233069.98,4651700371453.54,4455828100988,3662181918784.14,3116927643581.83,3930826079175.56
Europe & Central Asia (IDA & IBRD countries),TEC,"Population, total",SP.POP.TOTL,438423540.5,438100367.5,437806951,437905932,438136035.5,438333195.5,438714358,438680282.5,459025452,461440170.5,463790894,463913014.5,462573906,460515553.5,458504366.5,456330266.5,454002756.5,451696196.5,449310524,446979977,444846099.5,442936599,441304973,439732746
Europe & Central Asia (IDA & IBRD countries),TEC,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.0228698641507,5.31080028535243,5.543195930002,5.45611862889626,5.25003988234146,5.23055779136291,5.21070106649143,5.18153982940389,..,..,6.61932641158199,6.59773969401009,5.58212116220335,5.36468243070596,5.34803790765826,5.34178975419978,5.23125818700775,5.21178604991812,5.17746615687095,5.11557339505153,5.06017992045169,5.35870639879583,5.79084328453399,5.28916450220174
European Union,EUU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.0753049948739,77.4229387287235,77.5309869468717,77.5893105510583,78.1144590605861,78.2713962700467,78.6679816884404,78.9017948981278,..,80.8009860381263,80.3253644910688,80.451933566125,81.315597211546,81.0294256698864,80.9288274367457,80.9517504359263,80.5688525132732,80.8722582400698,80.4649382913035,80.1576923858525,80.1387219651694,79.630013467567,79.357615138299,79.1252751035821
